SAMPLE,FRISERVE,SATSERVE,SUNAMSER,SUNPMSER,SERVICES,FRIATT,SATATT,SUNAMATT,SUNPMATT,ATTENSUM,ATTDIFF,SIMSTYLE,WORSHCH,OTHLANG,LANGLIST,WORSH10,WORSH09,WORSH08,WORSH07,WORSH06,WORSH05,YRORG,CHOIR,ORGAN,DRUMS,ELECTRIC,SCREEN,KNEEL,COMMUN,KIDREAD,REVERENT,GODTHERE,JOYFUL,INNOVATE,INSPIRE,THOUGHT,SSCHOOL,PRAYER,BIBSTUDY,FELLOWSH,MUSIC,ADFORM,RETREAT,SUPPORTG,COMMSERV,PARENT,YADULT,YOUTHACT,SPORTS,RECRUIT,EVENTS,NOVISIT,NOCONTAC,BYMAIL,BYPHONE,BYEMAIL,BYVISIT,BYMATER,SOUP_N,SOUP_Y1,SOUP_Y2,CASH_N,CASH_Y1,CASH_Y2,DCARE_N,DCARE_Y1,DCARE_Y2,TUTOR_N,TUTOR_Y1,TUTOR_Y2,HEALTH_N,HEALTHY1,HEALTHY2,COMORG_N,COMORGY1,COMORGY2,JOBED_N,JOBED_Y1,JOBED_Y2,FINED_N,FINED_Y1,FINED_Y2,OLDPRO_N,OLDPROY1,OLDPROY2,VOTEED_N,VOTEEDY1,VOTEEDY2,IMMIPRON,IMMIPRY1,IMMIPRY2,GOODPRAY,STUDYBIB,GOODFAST,GOODHOLY,GOODVEG,NOSHACK,DEVOTION,PARENTS,EMAIL,WEBSITE,BLOGS,FACEBOOK,PODCASTS,OTHTECH,TECH1,FAMILY,VITAL,NODIFF,PURPOSE,BEACON,CHANGE,WANTGROW,BELIEFS,OKDENOM,DIVERSE,JUSTICE,THEOLIB,NATAMS,ASIANS,PACIFICI,BLACKS,HISPANIC,WHITE,MULTI,RACETOT,RACEDIFF,PCTBLACK,PCTWHITE,PCTHISP,PCTASIAN,PCTPACIS,PCTNATAM,PCTMULTI,RACE,SENIORS,MIDDLEAG,MEDADULT,YADULTS,KIDYTH,CUMAGE,MEMBERS,EVERYONE,FEMALES,COLLEGE,NEWMEMB,LIFELONG,NEARBY,LEADTYPE,ORDAINED,CALL,LEADAGE,EMPLOY,LEADSEX,CLEGEDU,LEADRACE,LEADRAC2,YEARCALL,LEADWORS,LEADVIS,DOEVAN,DOTRAIN,DOCARE,DOTEACH,DOSMALL,DOADMIN,DOREPRES,WORKYADS,DEALARGU,SPEGROUP,YEARSMET,MONTHMET,FULLORD,PARTORD,FULLADM,PARTADM,FULLPROG,PARTPROG,FULLSEC,PARTSEC,FULLCUST,PARTCUST,FULLOTH,PARTOTH,MIXVOLS,JOINT_N,JOINT_Y1,JOINT_Y2,CELEB_N,CELEB_Y1,CELEB_Y2,EDFEL_N,EDFEL_Y1,EDFEL_Y2,COMM_N,COMM_Y1,COMM_Y2,CONCASHN,CONCASH1,CONCASH2,CONCASH3,CONCASH4,CONWORSN,CONWORS1,CONWORS2,CONWORS3,CONWORS4,CONPROGN,CONPROG1,CONPROG2,CONPROG3,CONPROG4,CONSYNNO,CONSYN1,CONSYN2,CONSYN3,CONSYN4,CONLEADN,CONLEAD1,CONLEAD2,CONLEAD3,CONLEAD4,CONLACTN,CONLACT1,CONLACT2,CONLACT3,CONLACT4,CONMACTN,CONMACT1,CONMACT2,CONMACT3,CONMACT4,CONFACNO,CONFAC1,CONFAC2,CONFAC3,CONFAC4,BUDGET,PCTSTAFF,PCTBLDGR,PCTPROG,PCTMISS,PCTOTHER,FINTOTAL,FINANCES,FINAN05,ECONOMY,LAYOFFS,PAYCUTS,DELAYS,INVEST,MISSION,CAPITAL,COUNSEL,CASHNEED,HOUSNEED,NOWORK,PLACE,SEATING,WORSHSIZ,PARKSIZ,I_ATTEND,I_SIZPLACE,I_THEOLOGY
22,0,0,1,1,2,0,0,40,15,55,0,3,3,1,,55,,,,,,,1,4,4,2,5,3,3,3,5,4,5,2,4,4,3,2,3,4,3,2,3,1,3,2,1,3,1,4,4,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,5,4,3,3,4,5,3,5,1,0,1,1,0,,,4,4,2,4,4,4,5,4,3,3,4,4,0,5,0,0,0,35,0,40,0,0,87.5,0,12.5,0,0,0,6,13,17,8,26,36,100,40,47,40,20,3,50,100,2,2,1,31,1,1,3,White,6,2004,3,2,2,2,3,3,2,3,3,2,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30000,,,,,,,4,3,4,1,1,1,1,1,1,1,1,1,1,2,300,5,4,2,2,4
22,0,0,1,0,1,,,,,,,1,1,1,,35,32,34,36,46,49,1918,1,1,5,5,5,3,3,2,5,4,4,3,3,4,2,2,3,2,2,2,2,1,2,1,1,1,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,3,3,3,1,4,3,3,1,1,0,1,0,,,4,4,3,4,4,4,5,5,4,5,4,4,0,0,0,3,0,32,0,35,9,8.571428571,91.42857143,0,0,0,0,0,6,50,20,20,10,0,100,26,85,60,8,10,10,10,2,2,1,55,1,1,3,White,6,1988,3,3,3,2,4,3,3,2,3,2,2,1,22,2,1,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,66000,50,40,2,8,0,100,3,4,1,1,3,1,1,4,1,2,4,3,2,6,250,5,5,1,6,4
22,0,0,1,0,1,0,0,25,0,25,0,2,1,1,,25,30,35,35,35,35,1972,1,1,1,5,5,5,4,2,5,5,4,4,4,4,3,1,,3,3,3,1,1,2,1,2,2,1,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,3,5,3,5,5,4,,,,,,,,5,4,3,4,5,4,5,5,4,5,4,,0,0,0,0,1,24,0,25,,0,96,4,0,0,0,0,6,20,60,10,0,10,100,,,60,0,75,40,80,3,2,1,65,1,1,2,White,6,2005,3,2,3,2,2,4,3,2,3,2,3,2,,,2,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,55000,30,45,15,5,5,100,1,4,2,1,4,1,1,3,1,2,4,3,3,2,80,3,3,1,2,
22,0,1,0,0,1,0,25,0,0,25,0,4,2,1,,25,25,,,,,1990,,,,,,,5,,5,5,5,3,5,5,1,3,3,1,1,3,1,1,2,2,1,1,1,3,3,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,,,,5,5,5,5,1,5,5,5,1,0,0,0,0,,,5,5,3,5,3,5,5,5,2,3,1,,0,0,0,0,0,25,0,25,0,0,100,0,0,0,0,0,6,0,25,63,10,2,100,25,35,45,10,5,25,100,2,2,1,61,3,1,3,White,6,1999,4,3,3,3,3,4,4,3,4,3,2,1,11,0,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15000,84,5,3,3,5,100,1,3,1,4,4,4,4,4,4,3,4,2,4,2,150,5,5,1,2,
22,0,0,1,0,1,0,0,25,0,25,0,1,1,1,,25,27,25,30,28,29,1979,1,1,1,1,5,2,4,2,4,4,4,3,4,,2,3,3,2,2,2,1,1,3,1,2,1,1,3,3,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,4,2,3,1,4,4,4,1,1,0,0,1,,,5,4,3,,4,3,4,4,4,4,3,5,3,0,0,0,0,35,0,38,0,0,92.10526316,0,0,0,7.894736842,0,6,30,30,20,15,5,100,38,50,60,5,10,50,80,1,2,1,61,1,1,2,White,6,1994,2,3,2,2,3,3,1,3,2,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,,,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,143000,40,0,15,30,15,100,,4,4,1,1,1,1,1,1,2,2,1,1,3,45,2,2,1,3,5
22,0,0,1,0,1,0,0,28,0,28,2,3,3,1,,30,40,,,,,2006,1,1,5,5,5,3,3,2,3,5,3,4,4,3,1,3,2,2,4,1,1,1,2,2,2,2,1,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,4,4,1,1,4,5,3,1,0,0,0,0,,,4,4,3,3,3,4,4,4,3,4,4,3,0,0,0,0,0,24,0,24,-1,0,100,0,0,0,0,0,6,0,0,58,17,25,100,25,45,6,5,23,0,20,2,2,1,57,3,1,2,White,6,2008,1,3,2,3,2,3,2,3,2,2,1,1,,,0,1,0,0,0,0,0,0,0,0,,,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,2,,2,1,1,1,1,1,1,1,1,1,2,3,85,3,4,1,3,3
22,0,0,1,0,1,0,0,20,0,20,0,1,2,1,,20,15,0,0,0,0,2008,1,1,1,1,5,3,4,1,4,4,3,3,4,4,1,3,1,4,2,2,1,1,3,2,3,2,1,3,3,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,3,4,3,4,3,5,1,1,1,1,1,,,4,4,2,4,3,5,5,5,4,5,4,3,0,0,0,0,4,16,0,20,0,0,80,20,0,0,0,0,6,0,5,10,45,40,100,20,20,30,30,100,0,100,2,2,1,39,4,1,3,White,6,2008,3,,3,3,2,4,2,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,3,,4,1,1,1,1,1,1,1,1,1,1,3,200,5,5,1,3,3
22,0,0,2,2,4,0,0,43,32,75,-5,2,1,1,,70,75,67,43,19,0,2005,1,1,5,3,5,1,3,2,2,3,4,5,4,4,1,2,2,3,1,1,3,1,2,2,1,1,1,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,3,2,2,1,2,2,3,1,1,0,1,0,1,The Table Project,5,4,2,4,3,3,5,4,3,3,3,3,0,3,1,1,1,63,1,70,0,1.428571429,90,1.428571429,4.285714286,1.428571429,0,1.428571429,6,0,0,16,72,12,100,70,25,33,39,100,18,57,3,2,,34,1,1,3,White,6,2005,2,4,3,4,4,4,2,2,3,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,,,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,71627,59,6,5,13,17,100,3,3,4,1,1,2,1,3,2,1,1,1,2,4,35,3,3,2,4,3
22,0,0,1,0,1,0,0,20,0,20,0,4,2,1,,20,20,22,25,30,30,1990,1,1,1,1,5,3,3,3,4,4,4,3,4,4,4,3,3,3,2,2,1,1,4,1,1,3,1,3,2,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,4,3,1,5,5,5,1,0,0,0,0,,,5,4,2,5,5,4,5,5,5,4,4,5,18,0,0,0,0,2,0,20,0,0,10,0,0,0,90,0,1,6,0,17,22,56,101,20,,60,10,0,0,100,2,2,1,48,3,2,4,Native American,1,2008,4,3,3,3,3,4,3,3,2,2,2,2,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,5,3,2,1,1,1,1,2,1,2,2,1,2,2,75,4,3,1,2,5
22,0,0,1,0,1,0,0,20,0,20,0,4,3,1,,20,17,15,14,13,12,1965,1,2,1,1,4,3,3,2,3,5,4,4,5,5,3,4,3,2,3,3,1,1,2,1,1,1,1,4,4,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,4,3,3,5,4,4,4,2,1,1,0,0,0,1,,5,5,1,4,4,4,5,5,4,3,4,4,2,0,0,0,0,18,0,20,0,0,90,0,0,0,10,0,6,40,20,40,0,0,100,20,35,60,5,75,1,30,1,2,1,61,3,1,3,White,6,1994,3,3,3,3,3,4,4,3,3,1,2,1,5,0,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16000,30,60,0,10,0,100,3,1,4,1,1,1,1,1,1,2,2,1,2,2,160,5,4,1,2,4
22,0,0,1,0,1,0,0,15,0,15,0,1,1,1,,15,17,20,20,17,20,2001,2,3,5,5,5,2,4,3,2,5,5,4,5,5,4,4,4,3,4,2,2,1,4,2,1,2,2,2,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,5,5,5,1,5,5,5,1,1,0,1,0,,,5,5,1,5,4,4,5,5,4,5,2,4,0,1,0,11,0,0,0,12,0,91.66666667,0,0,8.333333333,0,0,0,4,20,50,10,20,0,100,12,35,7,2,0,2,9,1,2,,58,3,1,5,African American,4,2001,3,2,1,1,2,3,2,1,2,1,1,2,,,0,1,0,0,0,3,0,0,0,1,,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32000,56,34,2,2,7,101,4,4,4,1,1,1,1,1,1,2,1,1,1,3,300,5,5,1,3,4
22,1,0,1,0,2,5,0,25,0,30,-5,,3,1,,25,20,15,40,50,60,1990,2,2,2,3,5,2,4,2,4,4,4,4,4,4,3,3,3,3,2,3,1,1,3,1,3,3,1,3,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,5,3,5,3,3,4,3,1,1,0,0,0,,,4,4,2,4,4,4,4,4,4,4,4,4,1,0,0,0,0,24,0,25,0,0,96,0,0,0,4,0,6,20,60,0,7,13,100,25,90,56,15,40,40,80,2,2,1,58,3,1,3,White,6,2007,3,3,2,2,2,3,3,3,3,3,2,2,,,0,1,0,0,0,0,0,0,0,0,,,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,35000,45,25,5,15,10,100,4,2,1,1,1,1,1,1,1,3,4,2,3,1,150,5,4,1,1,4
22,0,0,1,0,1,0,0,25,0,25,0,1,,1,,25,,,,,,2003,1,1,2,2,5,2,3,2,3,3,3,2,5,5,1,1,3,2,1,1,1,1,2,3,1,1,1,3,2,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,3,2,1,4,4,4,1,1,1,1,0,,,4,4,2,4,3,4,5,5,3,5,4,4,0,0,0,0,0,24,1,25,0,0,96,0,0,0,0,4,6,4,12,42,0,42,100,25,30,48,24,98,0,15,2,2,1,49,4,1,3,"White, Non-Hispanic",6,2010,3,3,2,2,2,3,3,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42000,0,60,0,30,10,100,4,1,5,1,1,1,1,1,1,1,2,1,2,1,200,5,5,1,1,4
22,0,0,1,0,1,0,0,140,0,140,0,1,1,1,,140,140,132,130,125,125,1999,5,5,5,5,5,3,3,3,4,5,5,5,5,5,4,3,4,3,3,1,1,1,2,1,2,4,4,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,4,3,5,3,5,3,3,1,0,0,0,0,,,5,4,2,5,5,5,5,5,3,5,3,3,120,0,0,5,0,5,5,135,-5,3.703703704,3.703703704,0,0,0,88.88888889,3.703703704,1,7,14,29,14,36,100,140,100,50,5,10,0,45,1,1,1,47,1,1,2,Native American,1,1999,3,3,,4,4,4,2,,4,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24000,54,21,13,8,4,100,4,5,3,1,1,1,1,1,1,1,1,1,1,1,250,4,2,3,1,3
22,0,1,1,0,2,0,60,700,0,760,-60,3,1,2,Spanish,700,660,620,600,570,520,1981,4,1,5,5,5,,4,4,4,5,5,5,5,5,3,3,3,3,3,4,2,2,3,2,2,3,2,4,3,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,5,5,3,5,1,5,5,5,1,1,1,0,0,,,4,5,2,5,5,5,5,5,4,5,4,4,10,75,25,100,100,400,40,750,0,13.33333333,53.33333333,13.33333333,10,3.333333333,1.333333333,5.333333333,6,5,10,50,20,15,100,750,700,60,70,25,10,50,1,2,1,55,1,1,3,White Italian,6,1981,3,3,2,3,2,4,1,3,4,3,2,1,30,0,3,2,3,0,1,0,2,0,1,0,37,,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1800000,35,40,18,7,0,100,5,5,4,1,1,2,2,1,1,1,4,4,1,6,800,2,1,5,6,4
22,0,0,1,0,1,0,0,600,0,600,0,3,3,1,,600,600,580,575,550,550,1973,5,5,5,5,5,1,4,2,4,5,5,4,5,4,3,2,2,4,3,1,4,1,3,2,4,4,2,4,2,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4,4,3,3,1,3,3,4,1,1,1,1,1,,,4,4,4,5,3,5,5,5,5,4,4,2,0,0,0,0,10,880,10,900,0,0,97.77777778,1.111111111,0,0,0,1.111111111,6,15,15,30,10,30,100,900,1200,65,25,25,50,40,1,2,1,67,1,1,5,White,6,1973,4,3,2,1,3,3,1,2,2,2,2,2,,,2,1,0,0,1,0,2,0,1,1,0,3,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,880000,30,30,20,20,0,100,3,4,2,1,1,3,2,2,3,2,3,2,3,3,850,3,3,5,3,2
22,0,0,2,0,2,0,0,500,0,500,0,4,1,1,,500,500,550,550,600,600,1950,1,1,5,5,5,4,5,3,5,5,5,4,5,5,3,3,2,3,3,1,1,2,3,3,3,3,3,3,3,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,5,5,4,5,1,5,5,5,1,1,0,1,1,,,3,4,3,5,5,5,5,5,4,4,3,4,12,0,0,24,20,530,14,600,0,4,88.33333333,3.333333333,0,0,2,2.333333333,6,10,15,30,25,20,100,600,200,50,30,10,5,50,1,2,1,39,1,1,2,White,6,2010,1,3,3,3,3,4,1,4,4,4,3,2,,,5,0,1,1,0,0,1,0,1,0,1,,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1000000,25,40,20,10,5,100,3,4,2,1,1,1,1,1,1,3,4,3,2,2,850,4,3,5,2,4
22,0,1,1,0,2,0,115,325,0,440,0,2,1,1,,440,412,416,382,330,342,1974,1,1,5,5,5,2,5,2,4,5,5,3,5,4,3,3,3,2,4,1,2,1,3,3,2,3,2,3,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,5,5,4,3,1,5,4,5,1,1,0,1,1,1,live streaming of services,4,5,2,4,4,4,5,5,3,4,3,5,0,40,0,10,10,400,10,470,-5,2.127659574,85.10638298,2.127659574,8.510638298,0,0,2.127659574,6,10,25,35,20,10,100,475,550,55,50,50,20,50,1,2,1,49,1,1,4,Caucasian,6,2004,2,4,3,3,3,4,3,2,3,3,2,1,1,0,5,1,1,0,0,0,2,0,1,0,,,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1213806,45,31,7.5,16,0.5,100,3,4,2,1,2,1,1,1,,3,4,2,3,3,450,2,2,5,3,5
22,0,0,3,0,3,0,0,450,0,450,0,2,3,2,Korean,450,420,470,500,400,300,1989,3,1,5,5,5,3,4,3,3,4,4,3,5,4,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4,4,3,4,2,3,4,4,1,1,0,1,1,,,4,4,2,4,5,4,4,5,4,4,3,4,0,10,0,20,5,470,5,510,10,3.921568627,92.15686275,0.980392157,1.960784314,0,0,0.980392157,6,20,15,25,15,25,100,500,800,60,20,25,30,40,1,2,1,46,1,1,3,White,6,2005,3,3,3,2,3,4,,2,3,3,2,1,3,0,4,2,2,1,0,0,0,3,1,4,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1000000,50,25,10,10,5,100,3,5,2,3,3,3,2,3,2,2,3,2,3,6,500,3,3,5,6,4
22,0,0,1,0,1,0,0,400,0,400,0,1,4,1,,400,400,425,433,450,400,1960,2,1,5,5,5,4,3,2,4,4,4,4,4,3,3,3,3,3,3,2,2,1,2,2,2,3,2,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,4,3,3,1,5,4,4,1,1,0,1,1,,,4,4,3,4,2,4,4,4,4,4,2,4,10,10,0,25,50,300,5,400,0,6.25,75,12.5,2.5,0,2.5,1.25,6,10,15,20,25,30,100,400,700,50,75,50,30,60,1,2,1,62,1,1,3,Caucasian,6,1980,3,3,3,2,3,3,2,3,2,2,3,1,,,5,0,0,0,0,0,3,0,2,0,,,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1200000,40,20,10,30,0,100,4,5,2,1,1,2,1,1,1,2,2,1,3,7,600,5,3,4,6,4
22,0,0,1,0,1,0,0,326,0,326,0,1,2,1,,326,363,378,354,331,352,1974,2,1,5,5,5,1,4,2,3,4,3,3,4,5,1,2,3,3,1,4,1,1,2,2,2,4,2,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,4,2,4,1,5,3,5,1,1,0,1,1,,,5,4,2,3,3,4,4,4,2,3,5,4,5,2,1,15,10,300,0,333,3,4.504504505,90.09009009,3.003003003,0.600600601,0.3003003,1.501501502,0,6,5,20,15,20,40,100,330,500,55,75,25,15,75,1,2,1,57,1,1,5,White,6,1995,4,3,3,2,4,4,4,4,3,3,2,1,,,3,0,1,0,0,2,1,0,1,1,,3,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1100000,44,8,13,32,3,100,4,5,2,3,3,3,,2,2,2,,1,2,5,390,3,4,4,5,4
22,0,0,3,0,3,0,0,350,0,350,0,2,1,1,,350,320,285,267,229,207,1996,1,1,5,5,5,1,5,2,3,3,4,4,4,4,3,2,4,3,2,3,3,2,4,3,3,2,2,3,3,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,5,5,3,2,1,2,4,4,1,1,0,1,1,,,3,4,2,4,3,4,4,4,3,4,3,3,5,10,0,25,20,425,15,500,0,5,85,4,2,0,1,3,6,5,15,25,30,25,100,500,1000,50,75,50,5,75,3,2,1,41,1,1,3,White,6,1996,1,4,3,3,2,4,3,3,1,3,2,1,19,0,2,2,0,0,0,1,0,0,0,1,,,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,350000,50,20,19,10,1,100,5,3,4,1,1,1,1,1,2,1,1,1,2,5,200,1,1,4,5,3
